,Model,RMSE (support),RMSE (challenge)
WalkSAT/SKC Exp. Model,[0.000689234802302745, 1.00798059399356],5.13701147093e-06,[0.760178756981487, 0.760178756981487]
WalkSAT/SKC RootExp. Model,[2.88181181613091e-05, 1.37602550684102],2.93167909025e-06,[0.15777504941335063, 0.15777504941335063]
WalkSAT/SKC Poly. Model,[8.84353396555065e-11, 3.18907800056401],0.0103049222234,[0.0314338143788774, 0.0314338143788774]
